sentence,translation,pronunciation,tts_pronunciation,tags,cloze,key_meaning
にんじんを3本ください。,Three carrots please.,にんじんを3本【ぽん】ください。,にんじんを、3ぽんください。,ingredients,にんじん,carrot
キャベツを半分に切ってもらえますか?,Can you cut the cabbage in half?,キャベツを半分【はんぶん】に切っ【きっ】てもらえますか?,キャベツを、はんぶんにきってもらえますか?,ingredients,キャベツ,cabbage
豚肉の薄切りをお願いします。,Thinly sliced pork please.,豚肉【ぶたにく】の薄切り【うすぎり】をお願い【ねがい】します。,ぶたにくのうすぎりを、おねがいします。,ingredients,豚肉,pork
鶏もも肉を2枚ください。,Two chicken thighs please.,鶏【とり】もも肉【ももにく】を2枚【まい】ください。,とりももにくを、2まいください。,ingredients,鶏もも肉,chicken thigh
ひき肉は何グラム必要?,How many grams of ground meat do we need?,ひき肉【ひきにく】は何【なん】グラム必要【ひつよう】?,ひきにくはなんグラムひつよう?,ingredients,ひき肉,ground meat
今日は魚が新鮮だね。,The fish is fresh today.,今日【きょう】は魚【さかな】が新鮮【しんせん】だね。,きょうはさかなが、しんせんだね。,ingredients,魚,fish
刺身用のサーモンはありますか?,Do you have salmon for sashimi?,刺身【さしみ】用【よう】のサーモンはありますか?,さしみようのサーモンはありますか?,ingredients,刺身,sashimi
卵を1パック買って。,Buy a pack of eggs.,卵【たまご】を1パック買っ【かっ】て。,たまごを、1パックかって。,ingredients,卵,eggs
牛乳がもうすぐ切れる。,We're almost out of milk.,牛乳【ぎゅうにゅう】がもうすぐ切れる【きれる】。,ぎゅうにゅうが、もうすぐきれる。,ingredients,牛乳,milk
豆腐は絹ごしにする?,Should we get silken tofu?,豆腐【とうふ】は絹ごし【きぬごし】にする?,とうふはきぬごしにする?,ingredients,豆腐,tofu
油揚げを買い忘れた。,I forgot to buy fried tofu.,油揚げ【あぶらあげ】を買い【かい】忘れ【わすれ】た。,あぶらあげを、かいわすれた。,ingredients,油揚げ,fried tofu
しょうゆが足りない。,We don't have enough soy sauce.,しょうゆが足り【たり】ない。,しょうゆがたりない。,ingredients,しょうゆ,soy sauce
みりんを入れて。,Add mirin.,みりんを入れ【いれ】て。,みりんを、いれて。,ingredients,みりん,mirin
味噌はどれがいい?,Which miso is good?,味噌【みそ】はどれがいい?,みそはどれがいい?,ingredients,味噌,miso
だしの素を使おう。,Let's use instant dashi.,だしの素【そ】を使おう【つかおう】。,だしのそを、つかおう。,ingredients,だしの素,dashi stock
ごま油の香りがいいね。,The sesame oil smells good.,ごま油【ゆ】の香り【かおり】がいいね。,ごまゆのかおりが、いいね。,ingredients,ごま油,sesame oil
お酢を少し入れて。,Add a little vinegar.,お酢【す】を少し【すこし】入れ【いれ】て。,おすを、すこしいれて。,ingredients,お酢,vinegar
砂糖は控えめにして。,Go easy on the sugar.,砂糖【さとう】は控えめ【ひかえめ】にして。,さとうはひかえめにして。,ingredients,砂糖,sugar
バターが冷蔵庫にある。,There's butter in the fridge.,バターが冷蔵【れいぞう】庫【こ】にある。,バターが、れいぞうこにある。,ingredients,バター,butter
生姜をすりおろして。,Grate the ginger.,生姜【しょうが】をすりおろして。,しょうがを、すりおろして。,ingredients,生姜,ginger
にんにくを刻んで。,Chop the garlic.,にんにくを刻ん【きざん】で。,にんにくを、きざんで。,ingredients,にんにく,garlic
ネギを小口切りにして。,Cut the green onion into small pieces.,ネギを小口【こぐち】切り【ぎり】にして。,ネギを、こぐちぎりにして。,ingredients,ネギ,green onion
大根おろしを作って。,Make grated daikon.,大根【だいこん】おろしを作っ【つくっ】て。,だいこんおろしを、つくって。,ingredients,大根おろし,grated daikon
きのこは何がある?,What mushrooms do we have?,きのこは何【なに】がある?,きのこはなにが、ある?,ingredients,きのこ,mushroom
家計簿をつけています。,I keep a household budget.,家計【かけい】簿【ぼ】をつけています。,かけいぼを、つけています。,finances,家計簿,household budget
今月は節約しなきゃ。,We need to save money this month.,今月【こんげつ】は節約【せつやく】しなきゃ。,こんげつはせつやくしなきゃ。,finances,節約,save money
光熱費が高い。,The utility bills are high.,光熱【こうねつ】費【ひ】が高い【たかい】。,こうねつひが、たかい。,finances,光熱費,utility bills
電気代を節約しよう。,Let's save on electricity.,電気【でんき】代【だい】を節約【せつやく】しよう。,でんきだいを、せつやくしよう。,finances,電気代,electricity bill
口座の残高を確認して。,Check the account balance.,口座【こうざ】の残高【ざんだか】を確認【かくにん】して。,こうざのざんだかを、かくにんして。,finances,口座,account
クレジットカードの請求が来た。,The credit card bill arrived.,クレジットカードの請求【せいきゅう】が来【き】た。,クレジットカードのせいきゅうが、きた。,finances,請求,bill
保険の更新がある。,The insurance renewal is coming up.,保険【ほけん】の更新【こうしん】がある。,ほけんのこうしんが、ある。,finances,保険,insurance
税金の支払いを忘れないで。,Don't forget to pay the taxes.,税金【ぜいきん】の支払い【しはらい】を忘れ【わすれ】ないで。,ぜいきんのしはらいを、わすれないで。,finances,税金,taxes
温めますか?,Would you like this heated?,温め【あたため】ますか?,あたためますか?,convenience,温める,heat
お箸をつけますか?,Would you like chopsticks?,お箸【はし】をつけますか?,おはしを、つけますか?,convenience,お箸,chopsticks
袋は要りますか?,Do you need a bag?,袋【ふくろ】は要り【いり】ますか?,ふくろはいりますか?,convenience,袋,bag
ポイントカードはお持ちですか?,Do you have a point card?,ポイントカードはお持ち【もち】ですか?,ポイントカードはおもちですか?,convenience,ポイントカード,point card
お弁当を温めてください。,Please heat up the bento.,お弁当【べんとう】を温め【あたため】てください。,おべんとうを、あたためてください。,convenience,お弁当,lunch box
肉まんを1つください。,One nikuman please.,肉まん【にくまん】を1つください。,にくまんを、1つください。,convenience,肉まん,meat bun
