Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent,Audio
公園に行こう。,Let's go to the park.,公園,公園【こうえん】に行【い】こう。,Parks,polite,park,"<ruby class=""vocab"">公園<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">え</span><span class=""pitch-h"">ん</span></rt></ruby>",
遊園地に連れて行って。,Take me to the amusement park.,遊園地,遊園【ゆうえん】地【ち】に連【つ】れて行【い】って。,Parks,polite,amusement park,"<ruby class=""vocab"">遊園地<rt>ゆうえんち</rt></ruby>",
動物園は何時まで?,Until what time is the zoo open?,動物園,動物【どうぶつ】園【えん】は何【なん】時【じ】まで?,Parks,polite,zoo,"<ruby class=""vocab"">動物園<rt>どうぶつえん</rt></ruby>",
ピクニックをしよう。,Let's have a picnic.,ピクニック,ピクニックをしよう。,Parks,polite,picnic,"<ruby class=""vocab"">ピクニック<rt><span class=""pitch-h"">ぴ</span><span class=""pitch-l"">く</span><span class=""pitch-l"">に</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">く</span></rt></ruby>",
お弁当を持って行こう。,Let's bring lunch boxes.,お弁当,お弁当【べんとう】を持【も】って行【い】こう。,Parks,polite,lunch box,"<ruby class=""vocab"">お弁当<rt>べんとう</rt></ruby>",
滑り台で遊ぼう。,Let's play on the slide.,滑り台,滑【すべ】り台【だい】で遊【あそ】ぼう。,Parks,polite,slide,"<ruby class=""vocab"">滑り台<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">べ</span><span class=""pitch-h"">り</span><span class=""pitch-l"">だ</span><span class=""pitch-l"">い</span></rt></ruby>",
ブランコに乗りたい。,I want to ride the swing.,ブランコ,ブランコに乗【の】りたい。,Parks,polite,swing,"<ruby class=""vocab"">ブランコ<rt><span class=""pitch-h"">ぶ</span><span class=""pitch-l"">ら</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">こ</span></rt></ruby>",
今日は暑いですね。,It's hot today isn't it.,暑い,今日【きょう】は暑【あつ】いですね。,Small-Talk,polite,hot,"<ruby class=""vocab"">暑い<rt><span class=""pitch-l"">あ</span><span class=""pitch-h"">つ</span><span class=""pitch-l"">い</span></rt></ruby>",
雨が降りそうですね。,It looks like it might rain.,雨,雨【あめ】が降【ふ】りそうですね。,Small-Talk,polite,rain,"<ruby class=""vocab"">雨<rt><span class=""pitch-h"">あ</span><span class=""pitch-l"">め</span></rt></ruby>",
桜がきれいですね。,The cherry blossoms are beautiful.,桜,桜【さくら】がきれいですね。,Small-Talk,polite,cherry blossoms,"<ruby class=""vocab"">桜<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">ら</span></rt></ruby>",
お子さんは何歳ですか?,How old is your child?,お子さん,お子【こ】さんは何【なん】歳【さい】ですか?,Small-Talk,polite,child,"<ruby class=""vocab"">お子さん<rt>おこさん</rt></ruby>",
最近お忙しいですか?,Have you been busy lately?,忙しい,最近【さいきん】お忙【いそが】しいですか?,Small-Talk,polite,busy,"<ruby class=""vocab"">忙しい<rt><span class=""pitch-l"">い</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">が</span><span class=""pitch-h"">し</span><span class=""pitch-l"">い</span></rt></ruby>",
お元気ですか?,How are you?,元気,お元気【げんき】ですか?,Small-Talk,polite,healthy,"<ruby class=""vocab"">元気<rt><span class=""pitch-h"">げ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">き</span></rt></ruby>",
良い天気ですね。,Nice weather isn't it.,天気,良【よ】い天気【てんき】ですね。,Small-Talk,polite,weather,"<ruby class=""vocab"">天気<rt><span class=""pitch-h"">て</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">き</span></rt></ruby>",
寒くなりましたね。,It's gotten cold hasn't it.,寒い,寒【さむ】くなりましたね。,Small-Talk,polite,cold,"<ruby class=""vocab"">寒い<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">む</span><span class=""pitch-l"">い</span></rt></ruby>",
いいお天気ですね。,It's nice weather.,天気,いいお天気【てんき】ですね。,Small-Talk,polite,weather,"<ruby class=""vocab"">天気<rt><span class=""pitch-h"">て</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">き</span></rt></ruby>",
蒸し暑いですね。,It's humid.,蒸し暑い,蒸【む】し暑【あつ】いですね。,Small-Talk,polite,humid,"<ruby class=""vocab"">蒸し暑い<rt><span class=""pitch-l"">む</span><span class=""pitch-h"">し</span><span class=""pitch-h"">あ</span><span class=""pitch-h"">つ</span><span class=""pitch-l"">い</span></rt></ruby>",
涼しくなりましたね。,It's gotten cool.,涼しい,涼【すず】しくなりましたね。,Small-Talk,polite,cool,"<ruby class=""vocab"">涼しい<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">ず</span><span class=""pitch-h"">し</span><span class=""pitch-l"">い</span></rt></ruby>",
春らしくなってきましたね。,It's starting to feel like spring.,春,春【はる】らしくなってきましたね。,Small-Talk,polite,spring,"<ruby class=""vocab"">春<rt><span class=""pitch-h"">は</span><span class=""pitch-l"">る</span></rt></ruby>",
紅葉がきれいですね。,The autumn leaves are beautiful.,紅葉,紅葉【こうよう】がきれいですね。,Small-Talk,polite,autumn,"<ruby class=""vocab"">紅葉<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">よ</span><span class=""pitch-h"">う</span></rt></ruby>",
雪が降りそうですね。,It looks like it might snow.,雪,雪【ゆき】が降【ふ】りそうですね。,Small-Talk,polite,snow,"<ruby class=""vocab"">雪<rt><span class=""pitch-l"">ゆ</span><span class=""pitch-h"">き</span></rt></ruby>",
風が強いですね。,The wind is strong.,風,風【かぜ】が強【つよ】いですね。,Small-Talk,polite,wind,"<ruby class=""vocab"">風<rt>かぜ</rt></ruby>",
お子さん大きくなりましたね。,Your child has grown.,お子さん,お子【こ】さん大【おお】きくなりましたね。,Small-Talk,polite,your child,"<ruby class=""vocab"">お子さん<rt>おこさん</rt></ruby>",
お元気そうで何よりです。,I'm glad you look well.,元気,お元気【げんき】そうで何【なに】よりです。,Small-Talk,polite,healthy/well,"<ruby class=""vocab"">元気<rt><span class=""pitch-h"">げ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">き</span></rt></ruby>",
最近どうですか?,How have you been?,最近,最近【さいきん】どうですか?,Small-Talk,polite,recently,"<ruby class=""vocab"">最近<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">き</span><span class=""pitch-h"">ん</span></rt></ruby>",
お久しぶりです。,Long time no see.,お久しぶり,お久【ひさ】しぶりです。,Small-Talk,polite,long time no see,"<ruby class=""vocab"">お久しぶり<rt>おひさしぶり</rt></ruby>",
またお会いできて嬉しいです。,Nice to see you again.,会う,またお会【あ】いできて嬉【うれ】しいです。,Small-Talk,polite,meet,"<ruby class=""vocab"">会う<rt><span class=""pitch-h"">あ</span><span class=""pitch-l"">う</span></rt></ruby>",
今度ゆっくりお話ししましょう。,Let's chat properly sometime.,今度,今度【こんど】ゆっくりお話【はな】ししましょう。,Small-Talk,polite,next time,"<ruby class=""vocab"">今度<rt><span class=""pitch-h"">こ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ど</span></rt></ruby>",
お体に気をつけてください。,Please take care of yourself.,気をつける,お体【からだ】に気【き】をつけてください。,Small-Talk,polite,be careful,"<ruby class=""vocab"">気をつける<rt>きをつける</rt></ruby>",
風邪をひかないでくださいね。,Don't catch a cold.,風邪,風邪【かぜ】をひかないでくださいね。,Small-Talk,polite,cold,"<ruby class=""vocab"">風邪<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ぜ</span></rt></ruby>",
お気をつけてお帰りください。,Get home safely.,気をつける,お気【き】をつけてお帰【かえ】りください。,Small-Talk,polite,be careful,"<ruby class=""vocab"">気をつける<rt>きをつける</rt></ruby>",
素敵なお洋服ですね。,What lovely clothes.,素敵,素敵【すてき】なお洋服【ようふく】ですね。,Small-Talk,polite,lovely,"<ruby class=""vocab"">素敵<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">て</span><span class=""pitch-h"">き</span></rt></ruby>",
髪型変えましたか?,Did you change your hairstyle?,髪型,髪型【かみがた】変【か】えましたか?,Small-Talk,polite,hairstyle,"<ruby class=""vocab"">髪型<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">み</span><span class=""pitch-h"">が</span><span class=""pitch-h"">た</span></rt></ruby>",
その鞄素敵ですね。,That bag is lovely.,鞄,その鞄【かばん】素敵【すてき】ですね。,Small-Talk,polite,bag,"<ruby class=""vocab"">鞄<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>",
どちらで買われたんですか?,Where did you buy it?,鞄,どちらで買【か】われたんですか?,Small-Talk,polite,bag,"<ruby class=""vocab"">鞄<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>",
よくできたね!,You did great!,よくできたね,よくできたね!,Discipline,polite,well done,"<span class=""vocab"">よくできたね</span>",
頑張ったね。,You worked hard.,頑張る,頑張【がんば】ったね。,Discipline,polite,try hard,"<ruby class=""vocab"">頑張る<rt><span class=""pitch-l"">が</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ば</span><span class=""pitch-l"">る</span></rt></ruby>",
偉いね。,Good job.,偉い,偉【えら】いね。,Discipline,polite,good job,"<ruby class=""vocab"">偉い<rt><span class=""pitch-l"">え</span><span class=""pitch-h"">ら</span><span class=""pitch-l"">い</span></rt></ruby>",
約束を守ってね。,Keep your promise.,約束,約束【やくそく】を守【まも】ってね。,Discipline,polite,promise,"<ruby class=""vocab"">約束<rt><span class=""pitch-l"">や</span><span class=""pitch-h"">く</span><span class=""pitch-h"">そ</span><span class=""pitch-h"">く</span></rt></ruby>",
ダメって言ったでしょ。,I said no.,ダメ,ダメって言【い】ったでしょ。,Discipline,polite,no/don't,"<ruby class=""vocab"">ダメ<rt><span class=""pitch-l"">だ</span><span class=""pitch-h"">め</span></rt></ruby>",
ちゃんと聞いて。,Listen properly.,聞く,ちゃんと聞【き】いて。,Discipline,polite,listen,"<ruby class=""vocab"">聞く<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">く</span></rt></ruby>",
喧嘩しないで。,Don't fight.,喧嘩,喧嘩【けんか】しないで。,Discipline,polite,fight,"<ruby class=""vocab"">喧嘩<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">か</span></rt></ruby>",
順番を守って。,Wait your turn.,順番,順番【じゅんばん】を守【まも】って。,Discipline,polite,turn,"<ruby class=""vocab"">順番<rt><span class=""pitch-l"">じゅ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">ん</span></rt></ruby>",
片付けなさい。,Clean up.,片付ける,片付【かたづ】けなさい。,Discipline,polite,clean up,"<ruby class=""vocab"">片付ける<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">た</span><span class=""pitch-h"">づ</span><span class=""pitch-h"">け</span><span class=""pitch-l"">る</span></rt></ruby>",
ごめんなさいは?,Say sorry.,ごめんなさい,ごめんなさいは?,Discipline,polite,sorry,"<span class=""vocab"">ごめんなさい</span>",
カートに入れる。,Add to cart.,カート,カートに入【い】れる。,Online-Shopping,polite,cart,"<ruby class=""vocab"">カート<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>",
注文を確定する。,Confirm order.,確定,注文【ちゅうもん】を確定【かくてい】する。,Online-Shopping,polite,confirm,"<ruby class=""vocab"">確定<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">く</span><span class=""pitch-h"">て</span><span class=""pitch-h"">い</span></rt></ruby>",
送料はいくらですか?,How much is shipping?,送料,送料【そうりょう】はいくらですか?,Online-Shopping,polite,shipping,"<ruby class=""vocab"">送料<rt><span class=""pitch-h"">そ</span><span class=""pitch-l"">う</span><span class=""pitch-l"">りょ</span><span class=""pitch-l"">う</span></rt></ruby>",
届け先を変更したい。,I want to change the delivery address.,届け先,届【とど】け先【さき】を変更【へんこう】したい。,Online-Shopping,polite,delivery address,"<ruby class=""vocab"">届け先<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">ど</span><span class=""pitch-h"">け</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">き</span></rt></ruby>",
